code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system
110365,Referral to multi-agency risk assessment conference,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,8T0b.00,"","","",1,2,read
70764,"[X]Other maltreatment syndromes, by acquaintance or friend",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U3N2.00,"","","",1,2,read
111446,HOdomesticemotionalabuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,14XD000,"","","",1,2,read
104936,"[X]Maltreatment, by spouse or partner",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U3P0.00,"","","",1,2,read
60248,[X]Assault by hanging strangulatn+suffocatn occurrn at home,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U360.00,Home,"","",1,2,read
93052,[X]Hanging strangulat+suffocat undet intent occurrn at home,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U410.00,Home,"","",1,2,read
60116,[X]Assault by unspecif chemical/noxious substance occ home,IPV1,"Assault NOS, IPV","IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U350.00,Home,"","",1,2,read
57258,"[X]Other maltreatment syndromes, by other specified persons",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U3Ny.00,"","","",1,2,read
109859,[X]Assault by steam hot vapours+hot objects occurrn at home,IPV1,"Assault NOS, IPV","IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U3D0.00,Home,"","",1,2,read
104695,[X]Maltreatment,IPV1,"Physical abuse, IPV","IPV, NOS (incl. physical/sexual abuse)",mIPV,IPV,U3P..00,"","","",1,2,read
16611,"[V]Pregnant state, incidental",IPV2,"Pregnant state, incidental",Mother assaulted + child protection recording or pregnant incident,mIPV,IPV,ZV22300,45days,"",Aslt_algo_1,"",2,read
Y072,By acquaintance or friend,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,Y072,"","","",2,2,ICD-10
Y078,By other specified persons,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,Y078,"","","",2,2,ICD-10
Y079,By unspecified person,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,Y079,"","","",2,2,ICD-10
Y050,Sexual assault by bodily force,IPV4,"Sexual abuse, IPV","Suspected IPV, physical or sexual abuse",Suspected IPV (susp. IPV),IPV,Y050,Home,"","","",2,ICD-10
Z045,Examination and observation following other inflicted injury,IPV4,"Physical abuse, IPV","Suspected IPV, physical or sexual abuse",Suspected IPV (susp. IPV),IPV,Z045,"","","","",2,ICD-10
X997,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X997,Farm,"","","",2,ICD-10
Y000,Assault by blunt object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y000,Home,"","","",2,ICD-10
Y040,Assault by bodily force,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y040,Home,"","","",2,ICD-10
X920,Assault by drowning and submersion,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X920,Home,"","","",2,ICD-10
X960,Assault by explosive material,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X960,Home,"","","",2,ICD-10
X930,Assault by handgun discharge,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X930,Home,"","","",2,ICD-10
X910,"Assault by hanging, strangulation and suffocation",IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X910,Home,"","","",2,ICD-10
X950,Assault by other and unspecified firearm discharge,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X950,Home,"","","",2,ICD-10
Y080,Assault by other specified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y080,Home,"","","",2,ICD-10
Y010,Assault by pushing from high place,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y010,Home,"","","",2,ICD-10
Y020,Assault by pushing or placing victim before moving object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y020,Home,"","","",2,ICD-10
X940,"Assault by rifle, shotgun and larger firearm discharge",IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X940,Home,"","","",2,ICD-10
X990,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X990,Home,"","","",2,ICD-10
X970,"Assault by smoke, fire and flames",IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X970,Home,"","","",2,ICD-10
Y090,Assault by unspecified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y090,Home,"","","",2,ICD-10
X996,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X996,Industrial and construction area,"","","",2,ICD-10
Y088,Assault by other specified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y088,Other specified places,"","","",2,ICD-10
X998,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X998,Other specified places,"","","",2,ICD-10
Y098,Assault by unspecified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y098,Other specified places,"","","",2,ICD-10
X991,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X991,Residential institution,"","","",2,ICD-10
X992,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X992,"School, other institution and public administrative area","","","",2,ICD-10
X993,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X993,Sports and athletics area,"","","",2,ICD-10
Y084,Assault by other specified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y084,Street and highway,"","","",2,ICD-10
X994,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X994,Street and highway,"","","",2,ICD-10
Y094,Assault by unspecified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y094,Street and highway,"","","",2,ICD-10
X995,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X995,Trade and service area,"","","",2,ICD-10
Y009,Assault by blunt object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y009,Unspecified place,"","","",2,ICD-10
X969,Assault by explosive material,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X969,Unspecified place,"","","",2,ICD-10
X939,Assault by handgun discharge,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X939,Unspecified place,"","","",2,ICD-10
X919,"Assault by hanging, strangulation and suffocation",IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X919,Unspecified place,"","","",2,ICD-10
Y019,Assault by pushing from high place,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y019,Unspecified place,"","","",2,ICD-10
Y029,Assault by pushing or placing victim before moving object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y029,Unspecified place,"","","",2,ICD-10
X949,"Assault by rifle, shotgun and larger firearm discharge",IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X949,Unspecified place,"","","",2,ICD-10
X979,"Assault by smoke, fire and flames",IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X979,Unspecified place,"","","",2,ICD-10
Y099,Assault by unspecified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y099,Unspecified place,"","","",2,ICD-10
Z654,Victim of crime and terrorism,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Z654,"","","","",2,ICD-10
Z762,Health supervision and care of other healthy infant and child,IPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,Z762,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
S301,Contusion of abdominal wall,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S301,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
S500,Contusion of elbow,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S500,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
S300,Contusion of lower back and pelvis,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S300,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
S501,Contusion of other and unspecified parts of forearm,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S501,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
S801,Contusion of other and unspecified parts of lower leg,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S801,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
S701,Contusion of thigh,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S701,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
Z631,Problems in relationship with parents and in-laws,IPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,Z631,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10
Z630,Problems in relationship with spouse or partner,IPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,Z630,"30pre/60post,days","",Aslt_algo_2,2,2,ICD-10
25033,Child/parent violence,IPV3,Parental domestic violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13W4000,"","","",2,2,read
11246,At risk violence in the home,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13VF.00,"","","",2,2,read
464,Domestic problems,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13HT115,"","","",2,3,read
8170,History of abuse,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,14X..00,"","","",2,2,read
11965,Family member on protection register,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13IN.00,"","","",2,2,read
106303,Adult safeguarding concern,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9Ngj.00,"","","",2,1,read
32863,Significant event reviewed,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9g1..00,"","","",2,2,read
38935,Multi-professional risk assessment done,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9Oh3.00,"","","",2,2,read
99861,Under multi-agency care,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9NNY.00,"","","",2,2,read
30737,Family member removed from protection register,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13IP.00,"","","",2,2,read
51033,Significant event resolved,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9g2..00,"","","",2,2,read
93646,Family member on child protection register,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13Ig.00,"","","",2,2,read
102759,Referral to safeguarding adults team,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,8Hkc.00,"","","",2,2,read
53123,Significant,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9c40.00,"","","",2,2,read
105018,Child no longer safeguarding concern,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9NgB.00,"","","",2,2,read
111519,Multi-agency case management review,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,98G0.00,"","","",2,2,read
105329,History of being victim of domestic violence,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,14XE.00,"","","",2,2,read
110916,At risk of domestic violence,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13ZZ000,"","","",2,2,read
42454,Battered husband - history,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13HC.00,"","","",2,2,read
23508,Battered husband,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,SN56400,"","","",2,2,read
110925,Family member no longer on child protection register,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13IP000,"","","",2,2,read
106776,Adult no longer safeguarding concern,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9Ngk.00,"","","",2,3,read
109976,Safeguarding adults protection plan completed,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,8CMh.00,"","","",2,2,read
60980,Multi-professional risk assessment default,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,9Oh4.00,"","","",2,2,read
111174,History of domestic physical abuse,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,14XD100,"","","",2,2,read
111290,At risk of psychological abuse,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,13ZZ100,"","","",2,2,read
109194,DASH (Dom Abuse Stalking Harassment HBV) 2009 Risk Checklist,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,38Qm.00,"","","",2,2,read
111446,History of domestic emotional abuse,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,14XD000,"","","",2,2,read
110111,Generic Risk Indicators (Nat Risk Frwk Assess Child Yng Ppl),IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,38Qt.00,"","","",2,2,read
106540,[X]Other specified drowning and submersion occurrn at home,IPV3,Parental intimate partner violence NOS,Suspected IPV NOS,Suspected IPV (susp. IPV),IPV,U13y000,Home,"","",2,2,read
49606,[X]Sexual assault by bodil forc occ sch oth ins/pub adm area,IPV4,"Sexual abuse, IPV","Suspected IPV, physical or sexual abuse",Suspected IPV (susp. IPV),IPV,U3L2.00,"","","","",2,read
103885,[X]Sexual assault by bodily force occurrn indust/constr area,IPV4,"Sexual abuse, IPV","Suspected IPV, physical or sexual abuse",Suspected IPV (susp. IPV),IPV,U3L6.00,"","","","",2,read
