code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId
O09891,"",Supervisionofotherhighriskpregnanciesfirsttrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,O09891,"","","","",2,ICD-10,"",""
O09892,"",Supervisionofotherhighriskpregnanciessecondtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,O09892,"","","","",2,ICD-10,"",""
O09893,"",Supervisionofotherhighriskpregnanciesthirdtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,O09893,"","","","",2,ICD-10,"",""
O09899,"",Supervisionofotherhighriskpregnanciesunspecifiedtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,O09899,"","","","",2,ICD-10,"",""
Z356,"",Supervision of very young primigravida,AFE2,Supervision of very young primigravida,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,Z356,"","","","",2,ICD-10,"",""
O045,"",Medical abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,O045,"","",Within pregnancy period of born child,"",2,ICD-10,"",""
O046,"",Medical abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,O046,"","",Within pregnancy period of born child,"",2,ICD-10,"",""
Z612,"",Altered pattern of family relationships in childhood,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z612,"","","","",1,ICD-10,"",""
Z613,"",Events resulting in loss of self-esteem in childhood,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z613,"","","","",1,ICD-10,"",""
Z610,"",Loss of love relationship in childhood,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z610,"","","","",1,ICD-10,"",""
Z619,"","Negative life event in childhood, unspecified",AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z619,"","","","",1,ICD-10,"",""
Z618,"",Other negative life events in childhood,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z618,"","","","",1,ICD-10,"",""
Z62,"",Other problems related to upbringing,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z62,"","","","",1,ICD-10,"",""
Z628,"",Other specified problems related to upbringing,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z628,"","","","",1,ICD-10,"",""
Z637,"",Other stressful life events affecting family and household,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z637,"","","","",3,ICD-10,"",""
Z62898,"",Other specified problems related to upbringing,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z62898,"","","","",1,ICD-10,"",""
Z617,"",Personal frightening experience in childhood,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z617,"","","","",1,ICD-10,"",""
Z916,"",Personal history of other physical trauma,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z916,"","","","",3,ICD-10,"",""
Z914,"","Personal history of psychological trauma, not elsewhere classified",AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z914,"","","","",1,ICD-10,"",""
Z629,"","Problem related to upbringing, unspecified",AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z629,"","","","",1,ICD-10,"",""
Z61,"",Problems related to negative life events in childhood,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,Z61,"","","","",1,ICD-10,"",""
Z56,"",Problems related to employment and unemployment,AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z56,"","","","",2,ICD-10,"",""
Z560,"","Unemployment, unspecified",AFE6,Parental unemployment,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z560,"","","","",2,ICD-10,"",""
Z633,"",Absence of family member,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z633,"","","",2,3,ICD-10,"",""
Z601,"",Atypical parenting situation,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z601,"","","","",3,ICD-10,"",""
Z634,"",Disappearance and death of family member,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z634,"","","","",3,ICD-10,"",""
Z635,"",Disruption of family by separation and divorce,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z635,"","","",2,3,ICD-10,"",""
Z600,"",Problems of adjustment to life-cycle transitions,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z600,"","","","",3,ICD-10,"",""
Z551,"",Schooling unavailable and unattainable,AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z551,"","","","",1,ICD-10,"",""
Z592,"","Discord with neighbours, lodgers and landlord",AFE6,Family disruption NOS,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z592,"","","","",3,ICD-10,"",""
Z631,"",Problems in relationship with parents and in-laws,AFE6,Parental conflict/relationship problems,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z631,"","","","",2,ICD-10,"",""
Z630,"",Problems in relationship with spouse or partner,AFE6,Parental conflict/relationship problems,Family disruptions and parental conflicts NOS,"Parental conflicts, disruptions and causes for concerns",AFE,Z630,"","","",2,2,ICD-10,"",""
Z653,"",Problems related to other legal circumstances,AFE8,Parental legal problems,Parent with legal problems,"Parental conflicts, disruptions and causes for concerns",AFE,Z653,"","","",2,2,ICD-10,"",""
Z040,"",Blood-alcohol and blood-drug test,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z040,"","","","",1,ICD-10,"",""
Z702,"",Counselling related to sexual behaviour and orientation of third party,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z702,"","","","",2,ICD-10,"",""
Z636,"",Dependent relative needing care at home,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z636,"","","","",1,ICD-10,"",""
Z644,"",Discord with counsellors,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z644,"","","","",3,ICD-10,"",""
Z048,"",Examination and observation for other specified reasons,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z048,"","","","",1,ICD-10,"",""
Z726,"",Gambling and betting,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z726,"","","","",1,ICD-10,"",""
Z761,"",Health supervision and care of foundling,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z761,"","","","",3,ICD-10,"",""
R455,"",Hostility,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R455,"","","","",2,ICD-10,"",""
Z632,"",Inadequate family support,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z632,"","","",2,1,ICD-10,"",""
R636,"",Insufficient intake of food and water due to self neglect,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R636,"","","","",3,ICD-10,"",""
Z743,"",Need for continuous supervision,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z743,"","","","",1,ICD-10,"",""
Z748,"",Other problems related to care-provider dependency,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z748,"","","",2,1,ICD-10,"",""
Z728,"",Other problems related to lifestyle,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z728,"","","","",1,ICD-10,"",""
Z63,"","Other problems related to primary support group, including family circumstances",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z63,"","","","",3,ICD-10,"",""
Z912,"",Personal history of poor personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z912,"","","",2,2,ICD-10,"",""
Z749,"","Problem related to care-provider dependency, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z749,"","","",2,1,ICD-10,"",""
Z729,"","Problem related to lifestyle, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z729,"","","","",1,ICD-10,"",""
Z639,"","Problem related to primary support group, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z639,"","","",2,1,ICD-10,"",""
Z609,"","Problem related to social environment, unspecified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z609,"","","",2,3,ICD-10,"",""
Z74,"",Problems related to care-provider dependency,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z74,"","","","",1,ICD-10,"",""
Z72,"",Problems related to lifestyle,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z72,"","","","",1,ICD-10,"",""
Z642,"","Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z642,"","","","",3,ICD-10,"",""
Z735,"","Social role conflict, not elsewhere classified",AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z735,"","","","",3,ICD-10,"",""
Z753,"",Unavailability and inaccessibility of health-care facilities,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z753,"","","","",3,ICD-10,"",""
Z754,"",Unavailability and inaccessibility of other helping agencies,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z754,"","","",2,3,ICD-10,"",""
R460,"",Very low level of personal hygiene,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R460,"","","","",2,ICD-10,"",""
Z917,"",Personal history of female genital mutilation,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z917,"","","",2,2,ICD-10,"",""
p_P072,"",Deinfibulation of vulva,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,P072,"","","",2,2,OPCS-4,"",""
p_R272,"",Deinfibulation of vulva to facilitate delivery,AFE9,FGM in mother,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,R272,"","","",2,2,OPCS-4,"",""
T739,"","Effect of deprivation, unspecified",AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,T739,"","","","",3,ICD-10,"",""
T73,"",Effects of other deprivation,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,T73,"","","","",3,ICD-10,"",""
Z595,"",Extreme poverty,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,Z595,"","","",2,3,ICD-10,"",""
Z596,"",Low income,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,Z596,"","","","",3,ICD-10,"",""
T738,"",Other effects of deprivation,AFE12,Severe signs of deprivation or potential malnutrition (incl. lack of food/water),"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,T738,"","","","",3,ICD-10,"",""
Z591,"",Inadequate housing,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,Z591,"","","","",3,ICD-10,"",""
Z598,"",Other problems related to housing and economic circumstances,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,Z598,"","","","",3,ICD-10,"",""
Z599,"","Problem related to housing and economic circumstances, unspecified",AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,Z599,"","","","",3,ICD-10,"",""
Z59,"",Problems related to housing and economic circumstances,AFE12,Housing problems incl. refugees,"Housing problems, effects of deprivation and refugee (excl. homelessness)",Vulnerable families,AFE,Z59,"","","","",3,ICD-10,"",""
Z590,"",Homelessness,AFE13,Homelessness,Homelessness (child/parent),Vulnerable families,AFE,Z590,"","","","",3,ICD-10,"",""
Z742,"",Need for assistance at home and no other household member able to render care,AFE19,Parental problems with daily living/Limited capacity to work,Parental problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,Z742,"","","","",2,ICD-10,"",""
Z740,"",Need for assistance due to reduced mobility,AFE19,Parental problems with daily living/Limited capacity to work,Parental problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,Z740,"","","","",2,ICD-10,"",""
Z741,"",Need for assistance with personal care,AFE19,Parental problems with daily living/Limited capacity to work,Parental problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,Z741,"","","","",2,ICD-10,"",""
Z739,"","Problem related to life-management difficulty, unspecified",AFE19,Parental problems with daily living/Limited capacity to work,Parental problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,Z739,"","","","",2,ICD-10,"",""
T75,"",Effects of other external causes,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,T75,"","","","",3,ICD-10,"",""
Z608,"",Other problems related to social environment,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,Z608,"","","","",3,ICD-10,"",""
Z658,"",Other specified problems related to psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,Z658,"","","","",3,ICD-10,"",""
Z659,"",Problem related to unspecified psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,Z659,"","","","",3,ICD-10,"",""
Z65,"",Problems related to other psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,Z65,"","","","",3,ICD-10,"",""
Z60,"",Problems related to social environment,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,Z60,"","","","",3,ICD-10,"",""
Z604,"",Social exclusion and rejection,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,Z604,"","","","",3,ICD-10,"",""
F803,"",Acquired aphasia with epilepsy [Landau-Kleffner],AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F803,"","","","",2,ICD-10,"",""
F949,"","Childhood disorder of social functioning, unspecified",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F949,"","","","",2,ICD-10,"",""
F819,"","Developmental disorder of scholastic skills, unspecified",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F819,"","","","",2,ICD-10,"",""
F809,"","Developmental disorder of speech and language, unspecified",AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F809,"","","","",2,ICD-10,"",""
F94,"",Disorders of social functioning with onset specific to childhood and adolescence,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F94,"","","","",2,ICD-10,"",""
F801,"",Expressive language disorder,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F801,"","","","",2,ICD-10,"",""
F067,"",Mild cognitive disorder,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F067,"","","","",2,ICD-10,"",""
F700,"",Mild mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F700,"","","","",2,ICD-10,"",""
F701,"",Mild mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F701,"","","","",2,ICD-10,"",""
F708,"",Mild mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F708,"","","","",2,ICD-10,"",""
F709,"",Mild mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F709,"","","","",2,ICD-10,"",""
F813,"",Mixed disorder of scholastic skills,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F813,"","","","",2,ICD-10,"",""
F83,"",Mixed specific developmental disorders,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F83,"","","","",2,ICD-10,"",""
F71,"",Moderate mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F71,"","","","",2,ICD-10,"",""
F710,"",Moderate mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F710,"","","","",2,ICD-10,"",""
F711,"",Moderate mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F711,"","","","",2,ICD-10,"",""
F718,"",Moderate mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F718,"","","","",2,ICD-10,"",""
F719,"",Moderate mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F719,"","","","",2,ICD-10,"",""
F948,"",Other childhood disorders of social functioning,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F948,"","","","",2,ICD-10,"",""
F818,"",Other developmental disorders of scholastic skills,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F818,"","","","",2,ICD-10,"",""
F808,"",Other developmental disorders of speech and language,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F808,"","","","",2,ICD-10,"",""
F78,"",Other mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F78,"","","","",2,ICD-10,"",""
F780,"",Other mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F780,"","","","",2,ICD-10,"",""
F781,"",Other mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F781,"","","","",2,ICD-10,"",""
F788,"",Other mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F788,"","","","",2,ICD-10,"",""
F789,"",Other mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F789,"","","","",2,ICD-10,"",""
F84,"",Pervasive developmental disorders,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F84,"","","","",2,ICD-10,"",""
F73,"",Profound mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F73,"","","","",2,ICD-10,"",""
F730,"",Profound mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F730,"","","","",2,ICD-10,"",""
F731,"",Profound mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F731,"","","","",2,ICD-10,"",""
F738,"",Profound mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F738,"","","","",2,ICD-10,"",""
F739,"",Profound mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F739,"","","","",2,ICD-10,"",""
F802,"",Receptive language disorder,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F802,"","","","",2,ICD-10,"",""
F72,"",Severe mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F72,"","","","",2,ICD-10,"",""
F720,"",Severe mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F720,"","","","",2,ICD-10,"",""
F721,"",Severe mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F721,"","","","",2,ICD-10,"",""
F728,"",Severe mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F728,"","","","",2,ICD-10,"",""
F729,"",Severe mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F729,"","","","",2,ICD-10,"",""
F82,"",Specific developmental disorder of motor function,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F82,"","","","",2,ICD-10,"",""
F81,"",Specific developmental disorders of scholastic skills,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F81,"","","","",2,ICD-10,"",""
F812,"",Specific disorder of arithmetical skills,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F812,"","","","",2,ICD-10,"",""
F810,"",Specific reading disorder,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F810,"","","","",2,ICD-10,"",""
F800,"",Specific speech articulation disorder,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F800,"","","","",2,ICD-10,"",""
F811,"",Specific spelling disorder,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F811,"","","","",2,ICD-10,"",""
F79,"",Unspecified mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F79,"","","","",2,ICD-10,"",""
