code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId
Y049,"",Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y049,Unspecified place,"","","",1,ICD-10,"",""
X929,"",Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X929,Unspecified place,"","","",1,ICD-10,"",""
X989,"","Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X989,Unspecified place,"","","",1,ICD-10,"",""
Y00,"",Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y00,"","","","",1,ICD-10,"",""
X96,"",Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X96,"","","","",1,ICD-10,"",""
X999,"",Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X999,Unspecified place,"","","",1,ICD-10,"",""
X99,"",Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X99,"","","","",1,ICD-10,"",""
Y059,"",Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y059,Unspecified place,"","","",1,ICD-10,"",""
Y05,"",Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y05,"","","","",1,ICD-10,"",""
W349,"",Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W349,"","","","",1,ICD-10,"",""
W32,"",Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W32,"","","","",1,ICD-10,"",""
Y072,"",By acquaintance or friend,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y072,"","","",1,1,ICD-10,"",""
Y073,"",By official authorities,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y073,"","","",1,1,ICD-10,"",""
Y078,"",By other specified persons,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y078,"","","",1,1,ICD-10,"",""
Y071,"",By parent,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y071,"","","",1,1,ICD-10,"",""
Y070,"",By spouse or partner,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y070,"","","",1,1,ICD-10,"",""
T749,"","Maltreatment syndrome, unspecified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T749,"","","",1,1,ICD-10,"",""
T74,"",Maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T74,"","","",1,1,ICD-10,"",""
Y07,"",Other maltreatment,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Y07,"","","",1,1,ICD-10,"",""
T748,"",Other maltreatment syndromes,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,T748,"","","",1,1,ICD-10,"",""
Z918,"","Personal history of other specified risk-factors, not elsewhere classified",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Z918,"","","",1,1,ICD-10,"",""
Z62819,"",Personalhistoryofunspecifiedabuseinchildhood,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62819,"","","",1,1,ICD-10,"",""
Z917,"",Personal history of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z917,"","","",1,1,ICD-10,"",""
Z62813,"",Personal history of forced labor or sexual exploitation in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62813,"","","",1,1,ICD-10,"",""
Z62810,"",Personal history of physical and sexual abuse in childhood,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z62810,"","","",1,1,ICD-10,"",""
T741,"",Physical abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,T741,"","","",1,1,ICD-10,"",""
Z626,"",Inappropriate parental pressure and other abnormal qualities of upbringing,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z626,"","","","",1,ICD-10,"",""
X549,"",Lack of water,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,X549,Unspecified place,"","","",1,ICD-10,"",""
F942,"",Disinhibited attachment disorder of childhood,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,F942,"","","","",1,ICD-10,"",""
P043,"",Fetus and newborn affected by maternal use of alcohol,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,P043,"","","","",1,ICD-10,"",""
Z586,"",Inadequate drinking-water supply,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z586,"","","","",1,ICD-10,"",""
Z597,"",Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z597,"","","","",1,ICD-10,"",""
O355,"",Maternal care for (suspected) damage to fetus by drugs,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,O355,"","","","",3,ICD-10,"",""
Z623,"",Hostility towards and scapegoating of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z623,"","","",1,3,ICD-10,"",""
Z62811,"",Personalhistoryofpsychologicalabuseinchildhood,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z62811,"","","",1,1,ICD-10,"",""
T743,"",Psychological abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,T743,"","","",1,1,ICD-10,"",""
Z605,"",Target of perceived adverse discrimination and persecution,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z605,"","","",1,1,ICD-10,"",""
Y062,"",By acquaintance or friend,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y062,"","","",1,1,ICD-10,"",""
Y068,"",By other specified persons,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y068,"","","",1,1,ICD-10,"",""
Y061,"",By parent,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y061,"","","",1,1,ICD-10,"",""
Y060,"",By spouse or partner,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y060,"","","",1,1,ICD-10,"",""
Y069,"",By unspecified person,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y069,"","","",1,1,ICD-10,"",""
Z624,"",Emotional neglect of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z624,"","","",1,3,ICD-10,"",""
Q860,"",Fetal alcohol syndrome (dysmorphic),CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Q860,"","","",1,1,ICD-10,"",""
P044,"",Fetus and newborn affected by maternal use of drugs of addiction,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,P044,"","","",1,3,ICD-10,"",""
Z620,"",Inadequate parental supervision and control,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z620,"","","",1,3,ICD-10,"",""
T740,"",Neglect or abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,T740,"","","",1,1,ICD-10,"",""
Z625,"",Other problems related to neglect in upbringing,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z625,"","","",1,1,ICD-10,"",""
Z62812,"",Personalhistoryofneglectinchildhood,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z62812,"","","",1,1,ICD-10,"",""
Z022,"",Examination for admission to residential institutions,CM5,Child in care,Child in care,CM,CM,Z022,"","","",1,1,ICD-10,"",""
Z622,"",Institutional upbringing,CM5,Child in care,Child in care,CM,CM,Z622,"","","",1,1,ICD-10,"",""
Z6222,"",Institutionalupbringing,CM5,Child in care,Child in care,CM,CM,Z6222,"","","",1,1,ICD-10,"",""
Z6229,"",Otherupbringingawayfromparents,CM5,Child in care,Child in care,CM,CM,Z6229,"","","",1,1,ICD-10,"",""
Z593,"",Problems related to living in residential institution,CM5,Child in care,Child in care,CM,CM,Z593,"","","",1,1,ICD-10,"",""
Z611,"",Removal from home in childhood,CM5,Child in care,Child in care,CM,CM,Z611,"","","",1,1,ICD-10,"",""
Z101,"",Routine general health check-up of inhabitants of institutions,CM5,Child in care,Child in care,CM,CM,Z101,"","","",1,1,ICD-10,"",""
p_P072,"",Deinfibulation of vulva,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,P072,"","","",1,1,OPCS-4,"",""
p_R272,"",Deinfibulation of vulva to facilitate delivery,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,R272,"","","",1,1,OPCS-4,"",""
3481,"",Anoxicbraindamage,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,2465.00,"","","","",1,ICD-9,"",""
65,"",Local Authority residential accommodation i.e. where care is provided,CM5,Child in care,Child in care,CM,CM,65,"","","",1,1,HESAPC_DISDEST_OR_ADMISORC,"",""
66,"","Local authority foster care, but not in residential accommodation i.e. where care is provided",CM5,Child in care,Child in care,CM,CM,66,"","","",1,1,HESAPC_DISDEST_OR_ADMISORC,"",""
aet_54,"",Social worker intervention,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,54,"","","","",3,HES_OP_AE,"",""
aear_2,"",Local authority social services,CM4,Social service involved,Social service involved (incl. parental imprisonment/criminal activity),CM,CM,2,"","","","",3,HES_OP_AE,"",""
Y079,"",By unspecified person,CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y079,"","","",2,1,ICD-10,"",""
Z638,"",Other specified problems related to primary support group,CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z638,"","","",2,1,ICD-10,"",""
Y349,"","Unspecified event, undetermined intent",CM6,Child maltreatment NOS,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y349,"","","",2,1,ICD-10,"",""
Z602,"",Living alone,CM6,Child in care,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z602,"","","","",1,ICD-10,"",""
Z650,"",Conviction in civil and criminal proceedings without imprisonment,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z650,"","","","",2,ICD-10,"",""
Z651,"",Imprisonment and other incarceration,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z651,"","","","",2,ICD-10,"",""
Y353,"",Legal intervention involving blunt objects,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y353,"","","","",2,ICD-10,"",""
Y351,"",Legal intervention involving explosives,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y351,"","","","",2,ICD-10,"",""
Y350,"",Legal intervention involving firearm discharge,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y350,"","","","",2,ICD-10,"",""
Y352,"",Legal intervention involving gas,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y352,"","","","",2,ICD-10,"",""
Y356,"",Legal intervention involving other specified means,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y356,"","","","",2,ICD-10,"",""
Y354,"",Legal intervention involving sharp objects,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y354,"","","","",2,ICD-10,"",""
Y357,"","Legal intervention, means unspecified",CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y357,"","","","",2,ICD-10,"",""
Z652,"",Problems related to release from prison,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Z652,"","","","",2,ICD-10,"",""
Y007,"",Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y007,Farm,"","","",1,ICD-10,"",""
Y047,"",Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y047,Farm,"","","",1,ICD-10,"",""
X867,"",Assault by corrosive substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X867,Farm,"","","",1,ICD-10,"",""
X857,"","Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X857,Farm,"","","",1,ICD-10,"",""
X887,"",Assault by gases and vapours,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X887,Farm,"","","",1,ICD-10,"",""
X917,"","Assault by hanging, strangulation and suffocation",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X917,Farm,"","","",1,ICD-10,"",""
X897,"",Assault by other specified chemicals and noxious substances,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X897,Farm,"","","",1,ICD-10,"",""
Y087,"",Assault by other specified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y087,Farm,"","","",1,ICD-10,"",""
X877,"",Assault by pesticides,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X877,Farm,"","","",1,ICD-10,"",""
Y017,"",Assault by pushing from high place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y017,Farm,"","","",1,ICD-10,"",""
Y027,"",Assault by pushing or placing victim before moving object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y027,Farm,"","","",1,ICD-10,"",""
X997,"",Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X997,Farm,"","","",1,ICD-10,"",""
X987,"","Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X987,Farm,"","","",1,ICD-10,"",""
X907,"",Assault by unspecified chemical or noxious substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X907,Farm,"","","",1,ICD-10,"",""
Y097,"",Assault by unspecified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y097,Farm,"","","",1,ICD-10,"",""
Y057,"",Sexual assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y057,Farm,"","","",1,ICD-10,"",""
Y000,"",Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y000,Home,"","","",1,ICD-10,"",""
Y040,"",Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y040,Home,"","","",1,ICD-10,"",""
X860,"",Assault by corrosive substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X860,Home,"","","",1,ICD-10,"",""
X920,"",Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X920,Home,"","","",1,ICD-10,"",""
X850,"","Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X850,Home,"","","",1,ICD-10,"",""
X960,"",Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X960,Home,"","","",1,ICD-10,"",""
X880,"",Assault by gases and vapours,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X880,Home,"","","",1,ICD-10,"",""
X930,"",Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X930,Home,"","","",1,ICD-10,"",""
X910,"","Assault by hanging, strangulation and suffocation",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X910,Home,"","","",1,ICD-10,"",""
X950,"",Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X950,Home,"","","",1,ICD-10,"",""
X890,"",Assault by other specified chemicals and noxious substances,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X890,Home,"","","",1,ICD-10,"",""
Y080,"",Assault by other specified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y080,Home,"","","",1,ICD-10,"",""
X870,"",Assault by pesticides,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X870,Home,"","","",1,ICD-10,"",""
Y010,"",Assault by pushing from high place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y010,Home,"","","",1,ICD-10,"",""
Y020,"",Assault by pushing or placing victim before moving object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y020,Home,"","","",1,ICD-10,"",""
X940,"","Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X940,Home,"","","",1,ICD-10,"",""
X990,"",Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X990,Home,"","","",1,ICD-10,"",""
X970,"","Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X970,Home,"","","",1,ICD-10,"",""
X980,"","Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X980,Home,"","","",1,ICD-10,"",""
X900,"",Assault by unspecified chemical or noxious substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X900,Home,"","","",1,ICD-10,"",""
Y090,"",Assault by unspecified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y090,Home,"","","",1,ICD-10,"",""
Y006,"",Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y006,Industrial and construction area,"","","",1,ICD-10,"",""
Y046,"",Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y046,Industrial and construction area,"","","",1,ICD-10,"",""
X866,"",Assault by corrosive substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X866,Industrial and construction area,"","","",1,ICD-10,"",""
X856,"","Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X856,Industrial and construction area,"","","",1,ICD-10,"",""
X886,"",Assault by gases and vapours,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X886,Industrial and construction area,"","","",1,ICD-10,"",""
X916,"","Assault by hanging, strangulation and suffocation",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X916,Industrial and construction area,"","","",1,ICD-10,"",""
X896,"",Assault by other specified chemicals and noxious substances,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X896,Industrial and construction area,"","","",1,ICD-10,"",""
Y086,"",Assault by other specified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y086,Industrial and construction area,"","","",1,ICD-10,"",""
X876,"",Assault by pesticides,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X876,Industrial and construction area,"","","",1,ICD-10,"",""
Y016,"",Assault by pushing from high place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y016,Industrial and construction area,"","","",1,ICD-10,"",""
Y026,"",Assault by pushing or placing victim before moving object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y026,Industrial and construction area,"","","",1,ICD-10,"",""
X996,"",Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X996,Industrial and construction area,"","","",1,ICD-10,"",""
X986,"","Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X986,Industrial and construction area,"","","",1,ICD-10,"",""
X906,"",Assault by unspecified chemical or noxious substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X906,Industrial and construction area,"","","",1,ICD-10,"",""
Y096,"",Assault by unspecified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y096,Industrial and construction area,"","","",1,ICD-10,"",""
Y056,"",Sexual assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y056,Industrial and construction area,"","","",1,ICD-10,"",""
Y008,"",Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y008,Other specified places,"","","",1,ICD-10,"",""
Y048,"",Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y048,Other specified places,"","","",1,ICD-10,"",""
X868,"",Assault by corrosive substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X868,Other specified places,"","","",1,ICD-10,"",""
X928,"",Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X928,Other specified places,"","","",1,ICD-10,"",""
X858,"","Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X858,Other specified places,"","","",1,ICD-10,"",""
X968,"",Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X968,Other specified places,"","","",1,ICD-10,"",""
X888,"",Assault by gases and vapours,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X888,Other specified places,"","","",1,ICD-10,"",""
X938,"",Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X938,Other specified places,"","","",1,ICD-10,"",""
X918,"","Assault by hanging, strangulation and suffocation",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X918,Other specified places,"","","",1,ICD-10,"",""
X958,"",Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X958,Other specified places,"","","",1,ICD-10,"",""
