code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId
Z762,"",Health supervision and care of other healthy infant and child,IPV6,Seen by/referral to health visitor,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,Z762,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
S301,"",Contusion of abdominal wall,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S301,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
S500,"",Contusion of elbow,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S500,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
S300,"",Contusion of lower back and pelvis,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S300,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
S501,"",Contusion of other and unspecified parts of forearm,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S501,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
S801,"",Contusion of other and unspecified parts of lower leg,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S801,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
S701,"",Contusion of thigh,IPV6,Bruising & contusions,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,S701,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
Z631,"",Problems in relationship with parents and in-laws,IPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,Z631,"30pre/60post,days","",Aslt_algo_2,"",2,ICD-10,"",""
Z630,"",Problems in relationship with spouse or partner,IPV6,Parental conflict/relationship problems,Mother assaulted + high-risk presentations (algorithm),Suspected IPV (susp. IPV),IPV,Z630,"30pre/60post,days","",Aslt_algo_2,2,2,ICD-10,"",""
aear_20,"",Assault,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,20,"",female only,"","",2,HES_OP_AE,"",""
2474290010,11572,History of domestic violence,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X3.00,"","","","",2,Aurum_medcode,412732008,2474290010
314681000000113,12684,Victim of domestic violence,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X8.00,"","","",1,2,Aurum_medcode,205171000000107,314681000000113
2303581000000114,108157,Police domestic incident report received,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,9NDJ.00,"","","",1,2,Aurum_medcode,895141000000105,2303581000000114
138831000000117,19017,Reporting of significant event,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,9g0..00,"","","",1,3,Aurum_medcode,819231000000105,2134141000000114
455522011,93502,[V]Family history of sibling abuse NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14XD.00,"","","",1,2,Aurum_medcode,429746005,2695471013
455523018,93502,[V]Family history of sibling abuse by family member NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14XD.00,"","","",1,2,Aurum_medcode,429746005,2695471013
2695471013,93502,History of domestic abuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14XD.00,"","","",1,2,Aurum_medcode,429746005,2695471013
1674041000000113,103571,Subject of multi-agency risk assessment conference,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13Hm.00,"","","",1,2,Aurum_medcode,758941000000108,1674041000000113
457073014,8605,History of physical abuse,IPV1,"Physical abuse, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X0.00,"","","",1,2,Aurum_medcode,313215004,457073014
250677010,3483,Violent spouse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13HD.00,"","","",1,2,Aurum_medcode,160802003,250677010
324763012,12537,"Battered person unspecified, syndrome",IPV1,"Physical abuse, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X5.00,"","","",1,2,Aurum_medcode,225824003,339324014
324764018,12537,"Battered woman, unspecified",IPV1,"Physical abuse, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X5.00,"","","",1,2,Aurum_medcode,225824003,339324014
324765017,12537,"Battered man, unspecified",IPV1,"Physical abuse, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X5.00,"","","",1,2,Aurum_medcode,225824003,339324014
339324014,12537,Victim of physical abuse,IPV1,"Physical abuse, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X5.00,"","","",1,2,Aurum_medcode,225824003,339324014
250739010,21259,Violence between parents,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13HP600,"","","",1,3,Aurum_medcode,160829008,250739010
737571000000110,97175,Family member subject of child protection plan,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13Iy.00,"","","",1,2,Aurum_medcode,375041000000100,737571000000110
2270041000000118,107316,Victim of domestic abuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14XG.00,"","","",1,2,Aurum_medcode,879911000000102,2270041000000118
324766016,3321,Battered wife,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56300,"","","",1,2,Aurum_medcode,213012007,324766016
317621000000115,30634,Alleged perpetrator of domestic violence,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14XC.00,"","","",1,2,Aurum_medcode,206411000000103,317621000000115
2272741000000117,107307,Domestic abuse victim in household,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13Wd.00,"","","",1,2,Aurum_medcode,881081000000100,2272741000000117
2533621018,26418,Advice about domestic violence,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,67Ia.00,"","","",1,2,Aurum_medcode,413457006,2533621018
324769011,31601,Maltreatment syndromes,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN57.00,"","","",1,2,Aurum_medcode,213015009,324769011
411581000006111,31601,[X]Other maltreatment syndromes,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN57.00,"","","",1,2,Aurum_medcode,213015009,324769011
2576632018,48546,Victim of emotional abuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,14X7.00,"","","",1,2,Aurum_medcode,419916003,2576632018
737631000000114,97277,Family member no longer subject of child protection plan,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13Iz.00,"","","",1,2,Aurum_medcode,375071000000106,737631000000114
"",30298,"",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,Z415.00,"","","",1,2,Aurum_medcode,"",""
324768015,15810,Adult maltreatment syndrome NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56z00,"","","",1,2,Aurum_medcode,406137001,2157843013
463091000006115,15810,Adult maltreatment syndrome,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56z00,"","","",1,2,Aurum_medcode,406137001,2157843013
6723751000006112,15810,Adult victim of abuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56z00,"","","",1,2,Aurum_medcode,406137001,2157843013
250675019,22873,Battered wife - history,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13HA.00,"","","",1,2,Aurum_medcode,160800006,250675019
485531000000116,82472,Advice about domestic abuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,67Ia.11,"","","",1,2,Aurum_medcode,413457006,485531000000116
46765012,46016,Homicide,IPV1,"Assault NOS, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,TLz..00,"","","",1,2,Aurum_medcode,27935005,46765012
331675015,46016,Homicide or assault NOS,IPV1,"Assault NOS, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,TLz..00,"","","","",2,Aurum_medcode,27935005,46765012
389121000006110,46016,[X]Homicide,IPV1,"Assault NOS, IPV","IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,TLz..00,"","","",1,2,Aurum_medcode,27935005,46765012
2286161000000113,107470,Routine enquiry about domestic abuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,9r0..00,"","","",1,2,Aurum_medcode,700410005,2990525015
1967061000006118,110392,Notification received of alleged domestic violence in household,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,9GA..00,"","","",1,2,Aurum_medcode,983731000000107,2501591000000113
"",111048,"",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,12K7.00,"","","",1,3,Aurum_medcode,"",""
1065951000000112,98455,Subject of multi-agency public protection arrangements,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,13Hl.00,"","","",1,2,Aurum_medcode,495021000000105,1065951000000112
324763012,27889,"Battered person unspecified, syndrome",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56100,"","","",1,2,Aurum_medcode,225824003,339324014
324764018,27889,"Battered woman, unspecified",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56100,"","","",1,2,Aurum_medcode,225824003,339324014
324765017,27889,"Battered man, unspecified",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56100,"","","",1,2,Aurum_medcode,225824003,339324014
339324014,27889,Victim of physical abuse,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,SN56100,"","","",1,2,Aurum_medcode,225824003,339324014
1655811000000117,102895,Domestic abuse not discussed,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,8IC..00,"","","",1,2,Aurum_medcode,699231000,2983117012
331644012,48844,Assault by cutting or stabbing NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
331650019,48844,Assault by other means,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
331664019,48844,Assault by other specified means,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
331666017,48844,Assault by other means NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
331667014,48844,Assault,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
331669012,48844,Assassination attempt NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","",1,2,Aurum_medcode,52684005,87673015
331670013,48844,Assassination successful NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","",1,2,Aurum_medcode,52684005,87673015
331671012,48844,Murder attempt NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","",1,2,Aurum_medcode,52684005,87673015
331672017,48844,Murder successful NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","",1,2,Aurum_medcode,52684005,87673015
331673010,48844,Assault by means NOS,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
334979010,48844,"[X]Assault by corrosive substance, occurrence at home",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
334986019,48844,"[X]Assault by corrosive substance, occurrence on farm",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335001017,48844,"[X]Assault by gases and vapours, occurrence at home",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335008011,48844,"[X]Assault by gases and vapours, occurrence on farm",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335023018,48844,[X]Assault by unspecified chemical or noxious substance,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335065012,48844,"[X]Assault by handgun discharge, occurrence at home",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335072013,48844,"[X]Assault by handgun discharge, occurrence on farm",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335075010,48844,[X]Intentionally shot with shotgun,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","",1,2,Aurum_medcode,52684005,87673015
335076011,48844,"[X]Assault - gun, larger gun",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335077019,48844,"[X]Assault by rifle, shotgun and larger firearm discharge",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335088013,48844,[X]Assault by other and unspecified firearm discharge,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335099010,48844,[X]Assault by explosive material,IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335100019,48844,"[X]Assault by explosive material, occurrence at home",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335107016,48844,"[X]Assault by explosive material, occurrence on farm",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335111010,48844,"[X]Assault by smoke, fire and flames, occurrence at home",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
335118016,48844,"[X]Assault by smoke, fire and flames, occurrence on farm",IPV1,Parental intimate partner violence NOS,"IPV, NOS (incl. physical/sexual abuse)",IPV,IPV,U3z0.00,Home,"","","",2,Aurum_medcode,52684005,87673015
