code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system
F339,"Recurrent depressive disorder, unspecified",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F339,diagnostic,"","","",2,ICD-10
F509,"Eating disorder, unspecified",MHP12,Eating disorder,Eating disorders NOS (incl. Bulimia),Eating disorders,MHP,F509,"","","","",2,ICD-10
F50,Eating disorders,MHP12,Eating disorder,Eating disorders NOS (incl. Bulimia),Eating disorders,MHP,F50,"","","","",2,ICD-10
F071,Postencephalitic syndrome,MHP16,Personality disorder,Personality disorders,Personality disorders,MHP,F071,diagnostic,"","","",2,ICD-10
Y872,Sequelae of events of undetermined intent,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y872,"","","",2,2,ICD-10
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",MHP10,Puerperal mental disorder NOS,Puerperal mental health problem NOS,Common mental health problems,MHP,F53,"","","","",2,ICD-10
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,MHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,MHP,F54,"","","","",2,ICD-10
F063,Organic mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F063,diagnostic,"","","",2,ICD-10
F38,Other mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F38,diagnostic,"","","",2,ICD-10
F349,"Persistent mood [affective] disorder, unspecified",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F349,diagnostic,"","","",2,ICD-10
G474,Narcolepsy and cataplexy,MHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,MHP,G474,"","","","",2,ICD-10
G479,"",MHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,MHP,G479,"","","","",2,ICD-10
Z865,Personal history of other mental and behavioural disorders,MHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,MHP,Z865,"","","","",2,ICD-10
F070,Organic personality disorder,MHP16,Personality disorder,Personality disorders,Personality disorders,MHP,F070,diagnostic,"","","",2,ICD-10
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F04,diagnostic,"","","",2,ICD-10
F061,Organic catatonic disorder,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F061,diagnostic,"","","",2,ICD-10
F20,Schizophrenia,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F20,diagnostic,"","","",2,ICD-10
G253,Myoclonus,MHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,G253,"","","","",2,ICD-10
F348,Other persistent mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F348,diagnostic,"","","",2,ICD-10
F34,Persistent mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F34,diagnostic,"","","",2,ICD-10
F39,Unspecified mood [affective] disorder,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F39,diagnostic,"","","",2,ICD-10
F45,Somatoform disorders,MHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,F45,"","","","",2,ICD-10
F51,Nonorganic sleep disorders,MHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,MHP,F51,"","","","",2,ICD-10
F933,Sibling rivalry disorder,MHP16,Personality disorder,Personality disorders,Personality disorders,MHP,F933,diagnostic,"","","",2,ICD-10
F24,Induced delusional disorder,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F24,diagnostic,"","","",2,ICD-10
F21,Schizotypal disorder,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F21,diagnostic,"","","",2,ICD-10
F259,"Schizoaffective disorder, unspecified",MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F259,diagnostic,"","","",2,ICD-10
F25,Schizoaffective disorders,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F25,diagnostic,"","","",2,ICD-10
F209,"Schizophrenia, unspecified",MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F209,diagnostic,"","","",2,ICD-10
X849,Intentional self-harm by unspecified means,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X849,"","","","",2,ICD-10
X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X60,"","","","",2,ICD-10
X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X66,"","","","",2,ICD-10
X649,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X649,"","","","",2,ICD-10
Y870,Sequelae of intentional self-harm,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y870,"","","","",2,ICD-10
X72,Intentional self-harm by handgun discharge,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X72,"","","","",2,ICD-10
X749,Intentional self-harm by other and unspecified firearm discharge,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X749,"","","","",2,ICD-10
X719,Intentional self-harm by drowning and submersion,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X719,"","","","",2,ICD-10
X75,Intentional self-harm by explosive material,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X75,"","","","",2,ICD-10
F329,"Depressive episode, unspecified",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F329,diagnostic,"","","",2,ICD-10
F320,Mild depressive episode,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F320,diagnostic,"","","",2,ICD-10
F321,Moderate depressive episode,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F321,diagnostic,"","","",2,ICD-10
F328,Other depressive episodes,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F328,diagnostic,"","","",2,ICD-10
F338,Other recurrent depressive disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F338,diagnostic,"","","",2,ICD-10
F381,Other recurrent mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F381,diagnostic,"","","",2,ICD-10
F380,Other single mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F380,diagnostic,"","","",2,ICD-10
F388,Other specified mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F388,diagnostic,"","","",2,ICD-10
F33,Recurrent depressive disorder,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F33,diagnostic,"","","",2,ICD-10
F330,"Recurrent depressive disorder, current episode mild",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F330,diagnostic,"","","",2,ICD-10
F331,"Recurrent depressive disorder, current episode moderate",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F331,diagnostic,"","","",2,ICD-10
F333,"Recurrent depressive disorder, current episode severe with psychotic symptoms",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F333,diagnostic,"","","",2,ICD-10
F332,"Recurrent depressive disorder, current episode severe without psychotic symptoms",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F332,diagnostic,"","","",2,ICD-10
F334,"Recurrent depressive disorder, currently in remission",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F334,diagnostic,"","","",2,ICD-10
F323,Severe depressive episode with psychotic symptoms,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F323,diagnostic,"","","",2,ICD-10
F322,Severe depressive episode without psychotic symptoms,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F322,diagnostic,"","","",2,ICD-10
F530,"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified",MHP10,Puerperal mental disorder NOS,Puerperal mental health problem NOS,Common mental health problems,MHP,F530,"","","","",2,ICD-10
F538,"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified",MHP10,Puerperal mental disorder NOS,Puerperal mental health problem NOS,Common mental health problems,MHP,F538,"","","","",2,ICD-10
F539,"Puerperal mental disorder, unspecified",MHP10,Puerperal mental disorder NOS,Puerperal mental health problem NOS,Common mental health problems,MHP,F539,"","","","",2,ICD-10
F531,"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified",MHP10,Puerperal mental disorder NOS,Puerperal mental health problem NOS,Common mental health problems,MHP,F531,"","","","",2,ICD-10
Y29,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y29,"","","","",2,ICD-10
Y290,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y290,"","","","",2,ICD-10
Y291,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y291,"","","",2,2,ICD-10
Y292,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y292,"","","","",2,ICD-10
Y293,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y293,"","","","",2,ICD-10
Y294,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y294,"","","","",2,ICD-10
Y295,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y295,"","","","",2,ICD-10
Y296,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y296,"","","","",2,ICD-10
Y297,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y297,"","","","",2,ICD-10
Y298,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y298,"","","","",2,ICD-10
Y299,"Contact with blunt object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y299,"","","","",2,ICD-10
Y25,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y25,"","","","",2,ICD-10
Y250,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y250,"","","","",2,ICD-10
Y251,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y251,"","","","",2,ICD-10
Y252,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y252,"","","","",2,ICD-10
Y253,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y253,"","","","",2,ICD-10
Y254,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y254,"","","","",2,ICD-10
Y255,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y255,"","","","",2,ICD-10
Y256,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y256,"","","","",2,ICD-10
Y257,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y257,"","","","",2,ICD-10
Y258,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y258,"","","","",2,ICD-10
Y259,"Contact with explosive material, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y259,"","","","",2,ICD-10
Y28,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y28,"","","","",2,ICD-10
Y280,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y280,"","","","",2,ICD-10
Y281,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y281,"","","","",2,ICD-10
Y282,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y282,"","","","",2,ICD-10
Y283,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y283,"","","","",2,ICD-10
Y284,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y284,"","","","",2,ICD-10
Y285,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y285,"","","","",2,ICD-10
Y286,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y286,"","","","",2,ICD-10
Y287,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y287,"","","","",2,ICD-10
Y288,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y288,"","","","",2,ICD-10
Y289,"Contact with sharp object, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y289,"","","","",2,ICD-10
Y27,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y27,"","","","",2,ICD-10
Y270,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y270,"","","","",2,ICD-10
Y271,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y271,"","","","",2,ICD-10
Y272,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y272,"","","","",2,ICD-10
Y273,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y273,"","","","",2,ICD-10
Y274,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y274,"","","","",2,ICD-10
Y275,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y275,"","","","",2,ICD-10
Y276,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y276,"","","","",2,ICD-10
Y277,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y277,"","","","",2,ICD-10
Y278,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y278,"","","","",2,ICD-10
Y279,"Contact with steam, hot vapours and hot objects, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y279,"","","","",2,ICD-10
Y21,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y21,"","","","",2,ICD-10
Y210,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y210,"","","","",2,ICD-10
Y211,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y211,"","","","",2,ICD-10
Y212,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y212,"","","","",2,ICD-10
Y213,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y213,"","","","",2,ICD-10
Y214,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y214,"","","","",2,ICD-10
Y215,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y215,"","","","",2,ICD-10
Y216,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y216,"","","","",2,ICD-10
Y217,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y217,"","","","",2,ICD-10
Y218,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y218,"","","","",2,ICD-10
Y219,"Drowning and submersion, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y219,"","","","",2,ICD-10
Y26,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y26,"","","","",2,ICD-10
Y260,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y260,"","","","",2,ICD-10
Y261,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y261,"","","","",2,ICD-10
Y262,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y262,"","","","",2,ICD-10
Y263,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y263,"","","","",2,ICD-10
Y264,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y264,"","","","",2,ICD-10
Y265,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y265,"","","","",2,ICD-10
Y266,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y266,"","","","",2,ICD-10
Y267,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y267,"","","","",2,ICD-10
Y268,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y268,"","","","",2,ICD-10
Y269,"Exposure to smoke, fire and flames, undetermined intent",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y269,"","","","",2,ICD-10
Y30,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y30,"","","","",2,ICD-10
Y300,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y300,"","","","",2,ICD-10
Y301,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y301,"","","","",2,ICD-10
Y302,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y302,"","","","",2,ICD-10
Y303,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y303,"","","","",2,ICD-10
Y304,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y304,"","","","",2,ICD-10
Y305,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y305,"","","","",2,ICD-10
Y306,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y306,"","","","",2,ICD-10
Y307,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y307,"","","","",2,ICD-10
Y308,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y308,"","","","",2,ICD-10
Y309,"Falling, jumping or pushed from a high place, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y309,"","","","",2,ICD-10
Y31,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y31,"","","","",2,ICD-10
Y310,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y310,"","","","",2,ICD-10
Y311,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y311,"","","","",2,ICD-10
Y312,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y312,"","","","",2,ICD-10
Y313,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y313,"","","","",2,ICD-10
Y314,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y314,"","","","",2,ICD-10
Y315,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y315,"","","","",2,ICD-10
Y316,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y316,"","","","",2,ICD-10
Y317,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y317,"","","","",2,ICD-10
Y318,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y318,"","","","",2,ICD-10
Y319,"Falling, lying or running before or into moving object, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y319,"","","","",2,ICD-10
Y22,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y22,"","","","",2,ICD-10
Y220,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y220,"","","","",2,ICD-10
Y224,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y224,"","","","",2,ICD-10
Y225,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y225,"","","","",2,ICD-10
Y226,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y226,"","","","",2,ICD-10
Y227,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y227,"","","","",2,ICD-10
Y229,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y229,"","","","",2,ICD-10
Y221,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y221,"","","","",2,ICD-10
Y222,"Handgun discharge, undetermined intent",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,Y222,"","","","",2,ICD-10
