code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId
S310,"",Open wound of lower back and pelvis,HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S310,"","","",2,1,ICD-10,"",""
S398,"","Other specified injuries of abdomen, lower back and pelvis",HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S398,"","","","",1,ICD-10,"",""
T26,"",Burn and corrosion confined to eye and adnexa,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T26,"","","","",1,ICD-10,"",""
T20,"",Burn and corrosion of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T20,"","","","",1,ICD-10,"",""
T271,"",Burn involving larynx and trachea with lung,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T271,"","","","",1,ICD-10,"",""
T261,"",Burn of cornea and conjunctival sac,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T261,"","","","",1,ICD-10,"",""
T264,"","Burn of eye and adnexa, part unspecified",HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T264,"","","","",1,ICD-10,"",""
T260,"",Burn of eyelid and periocular area,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T260,"","","","",1,ICD-10,"",""
T201,"",Burn of first degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T201,"","","","",1,ICD-10,"",""
T270,"",Burn of larynx and trachea,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T270,"","","","",1,ICD-10,"",""
T280,"",Burn of mouth and pharynx,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T280,"","","","",1,ICD-10,"",""
T263,"",Burn of other parts of eye and adnexa,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T263,"","","","",1,ICD-10,"",""
T202,"",Burn of second degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T202,"","","","",1,ICD-10,"",""
T203,"",Burn of third degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T203,"","","","",1,ICD-10,"",""
T200,"",Burn of unspecified degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T200,"","","","",1,ICD-10,"",""
T262,"",Burn with resulting rupture and destruction of eyeball,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T262,"","","","",1,ICD-10,"",""
T31,"",Burns classified according to extent of body surface involved,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T31,"","","","",1,ICD-10,"",""
T311,"",Burns involving 10-19% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T311,"","","","",1,ICD-10,"",""
T312,"",Burns involving 20-29% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T312,"","","","",1,ICD-10,"",""
T313,"",Burns involving 30-39% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T313,"","","","",1,ICD-10,"",""
T314,"",Burns involving 40-49% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T314,"","","","",1,ICD-10,"",""
T315,"",Burns involving 50-59% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T315,"","","",2,1,ICD-10,"",""
T316,"",Burns involving 60-69% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T316,"","","","",1,ICD-10,"",""
T317,"",Burns involving 70-79% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T317,"","","",2,1,ICD-10,"",""
T318,"",Burns involving 80-89% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T318,"","","",2,1,ICD-10,"",""
T319,"",Burns involving 90% or more of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T319,"","","","",1,ICD-10,"",""
T310,"",Burns involving less than 10% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T310,"","","","",1,ICD-10,"",""
T275,"",Corrosion involving larynx and trachea with lung,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T275,"","","","",1,ICD-10,"",""
T266,"",Corrosion of cornea and conjunctival sac,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T266,"","","","",1,ICD-10,"",""
T269,"","Corrosion of eye and adnexa, part unspecified",HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T269,"","","","",1,ICD-10,"",""
T265,"",Corrosion of eyelid and periocular area,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T265,"","","","",1,ICD-10,"",""
T205,"",Corrosion of first degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T205,"","","","",1,ICD-10,"",""
T274,"",Corrosion of larynx and trachea,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T274,"","","","",1,ICD-10,"",""
T285,"",Corrosion of mouth and pharynx,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T285,"","","","",1,ICD-10,"",""
T268,"",Corrosion of other parts of eye and adnexa,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T268,"","","","",1,ICD-10,"",""
T206,"",Corrosion of second degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T206,"","","","",1,ICD-10,"",""
T207,"",Corrosion of third degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T207,"","","","",1,ICD-10,"",""
T204,"",Corrosion of unspecified degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T204,"","","","",1,ICD-10,"",""
T267,"",Corrosion with resulting rupture and destruction of eyeball,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T267,"","","","",1,ICD-10,"",""
T32,"",Corrosions classified according to extent of body surface involved,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T32,"","","","",1,ICD-10,"",""
T321,"",Corrosions involving 10-19% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T321,"","","","",1,ICD-10,"",""
T322,"",Corrosions involving 20-29% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T322,"","","","",1,ICD-10,"",""
T323,"",Corrosions involving 30-39% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T323,"","","","",1,ICD-10,"",""
T324,"",Corrosions involving 40-49% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T324,"","","","",1,ICD-10,"",""
T325,"",Corrosions involving 50-59% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T325,"","","","",1,ICD-10,"",""
T326,"",Corrosions involving 60-69% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T326,"","","","",1,ICD-10,"",""
T327,"",Corrosions involving 70-79% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T327,"","","","",1,ICD-10,"",""
T328,"",Corrosions involving 80-89% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T328,"","","","",1,ICD-10,"",""
T329,"",Corrosions involving 90% or more of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T329,"","","","",1,ICD-10,"",""
T320,"",Corrosions involving less than 10% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T320,"","","",2,1,ICD-10,"",""
T954,"",Sequelae of burn and corrosion classifiable only according to extent of body surface involved,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,T954,"","","","",1,ICD-10,"",""
T21,"",Burn and corrosion of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T21,"","","","",1,ICD-10,"",""
T211,"",Burn of first degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T211,"","","","",1,ICD-10,"",""
T281,"",Burn of oesophagus,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T281,"","","","",1,ICD-10,"",""
T212,"",Burn of second degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T212,"","","","",1,ICD-10,"",""
T213,"",Burn of third degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T213,"","","","",1,ICD-10,"",""
T210,"",Burn of unspecified degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T210,"","","","",1,ICD-10,"",""
T215,"",Corrosion of first degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T215,"","","","",1,ICD-10,"",""
T286,"",Corrosion of oesophagus,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T286,"","","","",1,ICD-10,"",""
T216,"",Corrosion of second degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T216,"","","","",1,ICD-10,"",""
T217,"",Corrosion of third degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T217,"","","","",1,ICD-10,"",""
T214,"",Corrosion of unspecified degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,T214,"","","","",1,ICD-10,"",""
S021,"",Fracture of base of skull,HPRCM5,Skull fractures or intracranial crush injury,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,S021,"","","","",1,ICD-10,"",""
S029,"","Fracture of skull and facial bones, part unspecified",HPRCM5,Skull fractures or intracranial crush injury,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,S029,"","","","",1,ICD-10,"",""
S020,"",Fracture of vault of skull,HPRCM5,Skull fractures or intracranial crush injury,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,S020,"","","",2,1,ICD-10,"",""
S028,"",Fractures of other skull and facial bones,HPRCM5,Skull fractures or intracranial crush injury,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,S028,"","","","",1,ICD-10,"",""
S027,"",Multiple fractures involving skull and facial bones,HPRCM5,Skull fractures or intracranial crush injury,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,S027,"","","","",1,ICD-10,"",""
T902,"",Sequelae of fracture of skull and facial bones,HPRCM5,Skull fractures or intracranial crush injury,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,T902,"","","","",1,ICD-10,"",""
T751,"",Drowning and nonfatal submersion,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,T751,"","","",2,1,ICD-10,"",""
W660,"",Drowning and submersion following fall into bath-tub,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W660,"","","",2,1,ICD-10,"",""
W700,"",Drowning and submersion following fall into natural water,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W700,"","","","",1,ICD-10,"",""
W680,"",Drowning and submersion following fall into swimming-pool,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W680,"","","","",1,ICD-10,"",""
W688,"",Drowning and submersion following fall into swimming-pool,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W688,"","","","",1,ICD-10,"",""
W650,"",Drowning and submersion while in bath-tub,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W650,"","","",2,1,ICD-10,"",""
W690,"",Drowning and submersion while in natural water,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W690,"","","","",1,ICD-10,"",""
W698,"",Drowning and submersion while in natural water,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W698,"","","","",1,ICD-10,"",""
W670,"",Drowning and submersion while in swimming-pool,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W670,"","","","",1,ICD-10,"",""
W679,"",Drowning and submersion while in swimming-pool,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W679,"","","","",1,ICD-10,"",""
W730,"",Other specified drowning and submersion,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W730,"","","","",1,ICD-10,"",""
W737,"",Other specified drowning and submersion,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W737,"","","","",1,ICD-10,"",""
W740,"",Unspecified drowning and submersion,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W740,"","","","",1,ICD-10,"",""
W748,"",Unspecified drowning and submersion,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W748,"","","","",1,ICD-10,"",""
Y340,"","Unspecified event, undetermined intent",HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,Y340,Home,"","","",1,ICD-10,"",""
X581,"",Exposure to other specified factors,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,X581,Residential institution,"","","",1,ICD-10,"",""
Y339,"","Other specified events, undetermined intent",HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,Y339,Unspecified place,"","","",1,ICD-10,"",""
G931,"","Anoxic brain damage, not elsewhere classified",HPRCM6,Suffocation or strangulation,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,G931,"","","",2,1,ICD-10,"",""
