code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system
F501,Atypical anorexia nervosa,MHP11,Anorexia nervosa,Anorexia nervosa,Eating disorders,MHP,F501,"","","","",2,ICD-10
F40,Phobic anxiety disorders,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,F40,diagnostic,"","","",2,ICD-10
F932,Social anxiety disorder of childhood,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,F932,"","","","",2,ICD-10
F449,"Dissociative [conversion] disorder, unspecified",MHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,MHP,F449,diagnostic,"","","",2,ICD-10
F909,"Hyperkinetic disorder, unspecified",MHP17,Neurodevelopmental and conduct disorders,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,MHP,F909,"",ADHD,"","",2,ICD-10
F90,Hyperkinetic disorders,MHP17,Neurodevelopmental and conduct disorders,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,MHP,F90,"",ADHD,"","",2,ICD-10
F340,Cyclothymia,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F340,diagnostic,"","","",2,ICD-10
F30,Manic episode,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F30,diagnostic,"","","",2,ICD-10
F319,"Bipolar affective disorder, unspecified",MHP15,Bipolar,Bipolar disorders,Psychosis,MHP,F319,"","","","",2,ICD-10
F502,Bulimia nervosa,MHP12,Bulimia,Eating disorders NOS (incl. Bulimia),Eating disorders,MHP,F502,"","","","",2,ICD-10
F505,Vomiting associated with other psychological disturbances,MHP12,Eating disorder,Eating disorders NOS (incl. Bulimia),Eating disorders,MHP,F505,"","","","",2,ICD-10
F12,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F12,Severe,"","","",2,ICD-10
G473,"",MHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,MHP,G473,"","","","",2,ICD-10
K70,Alcoholic liver disease,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,K70,Severe,"","","",2,ICD-10
R782,Finding of cocaine in blood,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,R782,Severe,"","","",2,ICD-10
F14,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F14,Severe,"","","",2,ICD-10
F91,Conduct disorders,MHP17,Neurodevelopmental and conduct disorders,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,MHP,F91,"",ADHD,"","",2,ICD-10
F929,"Mixed disorder of conduct and emotions, unspecified",MHP17,Neurodevelopmental and conduct disorders,Neurodevelopmental conditions and conduct disorders,Neurodevelopmental disorders,MHP,F929,"",ADHD,"","",2,ICD-10
Q90,Down syndrome,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Q90,"","","","",2,ICD-10
F32,Depressive episode,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F32,diagnostic,"","","",2,ICD-10
F341,Dysthymia,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F341,diagnostic,"","","",2,ICD-10
F339,"Recurrent depressive disorder, unspecified",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F339,diagnostic,"","","",2,ICD-10
W749,Unspecified drowning and submersion,HPRCM6,"Rarer events, NOS (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W749,"","","","",1,ICD-10
P961,Neonatal withdrawal symptoms from maternal use of drugs of addiction,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,P961,"","","",1,3,ICD-10
R781,Finding of opiate drug in blood,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,R781,Severe,"","","",2,ICD-10
F11,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F11,Severe,"","","",2,ICD-10
P961,Neonatal withdrawal symptoms from maternal use of drugs of addiction,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,P961,Severe,"","","",2,ICD-10
Z814,Family history of other substance abuse,SM4,Family substance misuse,Family substance misuse (i.e. unspecified family member),Substance misuse,SM,Z814,Moderate,"","","",1,ICD-10
F509,"Eating disorder, unspecified",MHP12,Eating disorder,Eating disorders NOS (incl. Bulimia),Eating disorders,MHP,F509,"","","","",2,ICD-10
F50,Eating disorders,MHP12,Eating disorder,Eating disorders NOS (incl. Bulimia),Eating disorders,MHP,F50,"","","","",2,ICD-10
F071,Postencephalitic syndrome,MHP16,Personality disorder,Personality disorders,Personality disorders,MHP,F071,diagnostic,"","","",2,ICD-10
Y35,Legal intervention,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y35,"","","","",2,ICD-10
Y890,Sequelae of legal intervention,CM6,Parental criminal activity/Imprisonment,Suspected CM NOS (incl. neglect and social service involvements),Suspected CM,CM,Y890,"","","","",2,ICD-10
W769,Other accidental hanging and strangulation,HPRCM6,Suffocation or strangulation,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,W769,"","","","",1,ICD-10
F70,Mild mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F70,"","","","",2,ICD-10
F799,Unspecified mental retardation,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F799,"","","","",2,ICD-10
Y089,Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y089,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X85,"Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X85,"","",Aslt_algo_index,"",2,ICD-10
Y871,Sequelae of assault,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y871,"","",Aslt_algo_index,"",2,ICD-10
T742,Sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,T742,"","","",1,1,ICD-10
Y872,Sequelae of events of undetermined intent,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y872,"","","",2,2,ICD-10
Y089,Assault by other specified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y089,Unspecified place,"","","",1,ICD-10
X85,"Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X85,"","","","",1,ICD-10
Y871,Sequelae of assault,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y871,"","","","",1,ICD-10
T742,Sexual abuse,IPV4,"Sexual abuse, IPV","Suspected IPV, physical or sexual abuse",Suspected IPV (susp. IPV),IPV,T742,"","","","",2,ICD-10
Y089,Assault by other specified means,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y089,Unspecified place,"","","",2,ICD-10
Y871,Sequelae of assault,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y871,"","","","",2,ICD-10
Z640,Problems related to unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,Z640,"","","","",1,ICD-10
Z640,Problems related to unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,Z640,"","",Within pregnancy period of born child,"",2,ICD-10
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",MHP10,Puerperal mental disorder NOS,Puerperal mental health problem NOS,Common mental health problems,MHP,F53,"","","","",2,ICD-10
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,MHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,MHP,F54,"","","","",2,ICD-10
Z643,Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful,AFE9,Family is cause for concern,"Family is cause for concern (incl. maternal FGM, current rec. historic event)","Parental conflicts, disruptions and causes for concerns",AFE,Z643,"","","",2,3,ICD-10
F063,Organic mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F063,diagnostic,"","","",2,ICD-10
F38,Other mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F38,diagnostic,"","","",2,ICD-10
F349,"Persistent mood [affective] disorder, unspecified",MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F349,diagnostic,"","","",2,ICD-10
G474,Narcolepsy and cataplexy,MHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,MHP,G474,"","","","",2,ICD-10
G479,"",MHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,MHP,G479,"","","","",2,ICD-10
Z865,Personal history of other mental and behavioural disorders,MHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,MHP,Z865,"","","","",2,ICD-10
F55,Abuse of non-dependence-producing substances,SM2,Drug misuse,"Drug misuse, moderate (all other)",Drug misuse,SM,F55,Moderate,"","","",2,ICD-10
F070,Organic personality disorder,MHP16,Personality disorder,Personality disorders,Personality disorders,MHP,F070,diagnostic,"","","",2,ICD-10
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F04,diagnostic,"","","",2,ICD-10
F061,Organic catatonic disorder,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F061,diagnostic,"","","",2,ICD-10
F20,Schizophrenia,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F20,diagnostic,"","","",2,ICD-10
Z64,Problems related to certain psychosocial circumstances,AFE16,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,Z64,"","","","",3,ICD-10
Z134,Special screening examination for certain developmental disorders in childhood,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,Z134,"","","","",2,ICD-10
P529,"Intracranial (nontraumatic) haemorrhage of fetus and newborn, unspecified",HPRCM6,Subarachnoid haemorrhage other,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,P529,"","","","",1,ICD-10
G721,Alcoholic myopathy,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,G721,Severe,"","","",2,ICD-10
G253,Myoclonus,MHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,G253,"","","","",2,ICD-10
R783,Finding of hallucinogen in blood,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,R783,Severe,"","","",2,ICD-10
F16,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F16,Severe,"","","",2,ICD-10
F13,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F13,Severe,"","","",2,ICD-10
O0993,Supervisionofhighriskpregnancyunspecifiedthirdtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,O0993,"","","","",2,ICD-10
F348,Other persistent mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F348,diagnostic,"","","",2,ICD-10
F34,Persistent mood [affective] disorders,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F34,diagnostic,"","","",2,ICD-10
F39,Unspecified mood [affective] disorder,MHP1,Depression,Depression incl. antidepressants,Common mental health problems,MHP,F39,diagnostic,"","","",2,ICD-10
F45,Somatoform disorders,MHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,F45,"","","","",2,ICD-10
F51,Nonorganic sleep disorders,MHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,MHP,F51,"","","","",2,ICD-10
F933,Sibling rivalry disorder,MHP16,Personality disorder,Personality disorders,Personality disorders,MHP,F933,diagnostic,"","","",2,ICD-10
F24,Induced delusional disorder,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F24,diagnostic,"","","",2,ICD-10
F21,Schizotypal disorder,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F21,diagnostic,"","","",2,ICD-10
F80,Specific developmental disorders of speech and language,AFE17,Learning or intellectual disability,Learning or intellectual disability,Vulnerable families,AFE,F80,"","","","",2,ICD-10
X959,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X959,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X93,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X93,"","",Aslt_algo_index,"",2,ICD-10
X959,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X959,Unspecified place,"","","",1,ICD-10
X93,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X93,"","","","",1,ICD-10
X959,Assault by other and unspecified firearm discharge,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X959,Unspecified place,"","","",2,ICD-10
Y049,Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y049,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X929,Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X929,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X989,"Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X989,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y00,Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y00,"","",Aslt_algo_index,"",2,ICD-10
X96,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X96,"","",Aslt_algo_index,"",2,ICD-10
Y06,Neglect and abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Y06,"","","",1,1,ICD-10
Y049,Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y049,Unspecified place,"","","",1,ICD-10
X929,Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X929,Unspecified place,"","","",1,ICD-10
X989,"Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X989,Unspecified place,"","","",1,ICD-10
Y00,Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y00,"","","","",1,ICD-10
X96,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X96,"","","","",1,ICD-10
Y049,Assault by bodily force,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,Y049,Unspecified place,"","","",2,ICD-10
X929,Assault by drowning and submersion,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X929,Unspecified place,"","","",2,ICD-10
X999,Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X999,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X99,Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X99,"","",Aslt_algo_index,"",2,ICD-10
X999,Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X999,Unspecified place,"","","",1,ICD-10
X99,Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X99,"","","","",1,ICD-10
X999,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X999,Unspecified place,"","","",2,ICD-10
X99,Assault by sharp object,IPV5,"Assault NOS, IPV",Mother assaulted NOS (hospital admission only),Suspected IPV (susp. IPV),IPV,X99,"","","","",2,ICD-10
Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",HPRCM6,Poisoning by or exposure to substances,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,Y10,"","","","",1,ICD-10
Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",HPRCM6,Poisoning by or exposure to substances,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,Y16,"","","","",1,ICD-10
Y199,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent",HPRCM6,Poisoning by or exposure to substances,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,Y199,"","","","",1,ICD-10
Y149,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",HPRCM6,Poisoning by or exposure to substances,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,Y149,"","","",2,1,ICD-10
F259,"Schizoaffective disorder, unspecified",MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F259,diagnostic,"","","",2,ICD-10
F25,Schizoaffective disorders,MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F25,diagnostic,"","","",2,ICD-10
F209,"Schizophrenia, unspecified",MHP13,Psychosis incl. sections,Psychosis incl. mental health sections NOS,Psychosis,MHP,F209,diagnostic,"","","",2,ICD-10
X849,Intentional self-harm by unspecified means,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X849,"","","","",2,ICD-10
X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X60,"","","","",2,ICD-10
X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X66,"","","","",2,ICD-10
X649,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,X649,"","","","",2,ICD-10
Y870,Sequelae of intentional self-harm,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,Y870,"","","","",2,ICD-10
X72,Intentional self-harm by handgun discharge,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X72,"","","","",2,ICD-10
X749,Intentional self-harm by other and unspecified firearm discharge,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X749,"","","","",2,ICD-10
X719,Intentional self-harm by drowning and submersion,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X719,"","","","",2,ICD-10
X75,Intentional self-harm by explosive material,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,X75,"","","","",2,ICD-10
Y059,Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y059,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y059,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y059,Unspecified place,"","","",1,ICD-10
Y05,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y05,"","","","",1,ICD-10
Y059,Sexual assault by bodily force,IPV4,"Sexual abuse, IPV","Suspected IPV, physical or sexual abuse",Suspected IPV (susp. IPV),IPV,Y059,Unspecified place,"","","",2,ICD-10
W349,Discharge from other and unspecified firearms,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,W349,"","",Aslt_algo_index,"",2,ICD-10
W32,Handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,W32,"","",Aslt_algo_index,"",2,ICD-10
W349,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W349,"","","","",1,ICD-10
W32,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W32,"","","","",1,ICD-10
X450,Accidental poisoning by and exposure to alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,X450,Severe,"","","",2,ICD-10
X451,Accidental poisoning by and exposure to alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,X451,Severe,"","","",2,ICD-10
X452,Accidental poisoning by and exposure to alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,X452,Severe,"","","",2,ICD-10
X454,Accidental poisoning by and exposure to alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,X454,Severe,"","","",2,ICD-10
X455,Accidental poisoning by and exposure to alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,X455,Severe,"","","",2,ICD-10
X456,Accidental poisoning by and exposure to alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,X456,Severe,"","","",2,ICD-10
