code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId
X997,"",Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X997,Farm,"",Aslt_algo_index,"",2,ICD-10,"",""
X987,"","Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X987,Farm,"",Aslt_algo_index,"",2,ICD-10,"",""
X907,"",Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X907,Farm,"",Aslt_algo_index,"",2,ICD-10,"",""
Y097,"",Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y097,Farm,"",Aslt_algo_index,"",2,ICD-10,"",""
Y057,"",Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y057,Farm,"",Aslt_algo_index,"",2,ICD-10,"",""
Y000,"",Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y000,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
Y040,"",Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y040,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X860,"",Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X860,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X920,"",Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X920,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X850,"","Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X850,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X960,"",Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X960,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X880,"",Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X880,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X930,"",Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X930,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X910,"","Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X910,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X950,"",Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X950,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X890,"",Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X890,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
Y080,"",Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y080,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X870,"",Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X870,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
Y010,"",Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y010,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
Y020,"",Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y020,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X940,"","Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X940,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X990,"",Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X990,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X970,"","Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X970,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X980,"","Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X980,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
X900,"",Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X900,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
Y090,"",Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y090,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
Y050,"",Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y050,Home,"",Aslt_algo_index,"",2,ICD-10,"",""
Y006,"",Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y006,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
Y046,"",Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y046,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X866,"",Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X866,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X856,"","Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X856,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X886,"",Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X886,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X916,"","Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X916,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X896,"",Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X896,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
Y086,"",Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y086,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X876,"",Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X876,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
Y016,"",Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y016,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
Y026,"",Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y026,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X996,"",Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X996,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X986,"","Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X986,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
X906,"",Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X906,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
Y096,"",Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y096,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
Y056,"",Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y056,Industrial and construction area,"",Aslt_algo_index,"",2,ICD-10,"",""
Y008,"",Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y008,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
Y048,"",Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y048,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X868,"",Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X868,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X928,"",Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X928,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X858,"","Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X858,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X968,"",Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X968,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X888,"",Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X888,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X938,"",Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X938,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X918,"","Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X918,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X958,"",Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X958,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X898,"",Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X898,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
Y088,"",Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y088,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X878,"",Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X878,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
Y018,"",Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y018,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
Y028,"",Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y028,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X948,"","Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X948,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X998,"",Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X998,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X978,"","Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X978,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X988,"","Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X988,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
X908,"",Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X908,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
Y098,"",Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y098,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
Y058,"",Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y058,Other specified places,"",Aslt_algo_index,"",2,ICD-10,"",""
Y001,"",Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y001,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
Y041,"",Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y041,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X861,"",Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X861,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X921,"",Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X921,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X851,"","Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X851,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X961,"",Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X961,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X881,"",Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X881,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X931,"",Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X931,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X911,"","Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X911,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X951,"",Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X951,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X891,"",Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X891,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
Y081,"",Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y081,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X871,"",Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X871,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
Y011,"",Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y011,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
Y021,"",Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y021,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X941,"","Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X941,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X991,"",Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X991,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X971,"","Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X971,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X981,"","Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X981,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
X901,"",Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X901,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
Y091,"",Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y091,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
Y051,"",Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y051,Residential institution,"",Aslt_algo_index,"",2,ICD-10,"",""
Y002,"",Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y002,"School, other institution and public administrative area","",Aslt_algo_index,"",2,ICD-10,"",""
Y042,"",Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,Y042,"School, other institution and public administrative area","",Aslt_algo_index,"",2,ICD-10,"",""
X862,"",Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X862,"School, other institution and public administrative area","",Aslt_algo_index,"",2,ICD-10,"",""
X922,"",Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,X922,"School, other institution and public administrative area","",Aslt_algo_index,"",2,ICD-10,"",""
